gender,number_of_followers,number_of_posts,average_likes,likes_to_followers
,107110,493,482.03,0.45
,12563,324,96.63,0.77
,11098,1553,19.37,0.17
Male,72567,3293,1933.8,2.66
Female,22001,240,605.27,2.75
female,10177,261,523.17,5.14
Male,15657,3902,233.57,1.49
Male,9848,2,515,5.23
,14654,274,471.37,3.22
Female,17153,2075,311.33,1.82
Female,24676,76,980.23,3.97
Male,18136,1541,517.4,2.85
Female,14222,517,307.4,2.16
Male,24643,102,1619.27,6.57
Male,11700,348,864.4,7.39
Male,20803,65,1080.1,5.19
Female,11604,641,131.7,1.13
Male,113693,2705,3519.7,3.1
,103593,77,2540.4,2.45
,13015,754,173.9,1.34
Male,90631,634,4494.17,4.96
,13455,44,383.83,2.85
,8025,69,302.67,3.77
Female,51797,1569,322.2,0.62
Female,43509,1755,704.77,1.62
,58176,64,523.6,0.9
Male,16678,13,129.62,0.78
Female,10238,811,81.23,0.79
Male,39706,91,1458.4,3.67
,8496,51,188.9,2.22
,7191,1247,788.33,10.96
Female,107030,3644,1678.43,1.57
Female,25539,158,168.2,0.66
,144315,79,10727.6,7.43
female,6057,314,255.6,4.22
Female,12183,2048,192.13,1.58
Female,84009,446,7168,8.53
female,16496,125,1315.23,7.97
Female,16760,125,359.7,2.15
Female,26413,860,379.27,1.44
Male,26533,84,2179.17,8.21
,11354,11,2485.27,21.89
Female,29140,1602,1481.3,5.08
female,9401,157,304.93,3.24
Male,22618,107,503.2,2.22
,12149,407,372.17,3.06
,13203,721,1392,10.54
Female,11648,742,322.5,2.77
,6651,260,99.23,1.49
,6560,50,1383.43,21.09
Female,294920,3354,4565.87,1.55
Male,43486,423,1331.47,3.06
Female,108544,303,718.83,0.66
Female,1782787,177,256280.1,14.38
,11696,1212,85.13,0.73
Female,35883,786,483.17,1.35
Female,22516,686,186.53,0.83
Male,59183,1721,52.5,0.09
Female,48282,422,2158.73,4.47
female,13995,777,547.07,3.91
Male,16408,1333,288.4,1.76
Female,39772,4835,432.57,1.09
Female,11722,225,184.23,1.57
,52207,943,483.4,0.93
Female,17159,47,52.6,0.31
female,7844,1097,322.77,4.11
Female,9331,694,388.83,4.17
Male,227953,2408,9483.17,4.16
,14267,406,31.5,0.22
Female,24547,36,738.67,3.01
,17471,2766,546.67,3.13
Male,14275,245,1096.1,7.68
,20894,2158,213.3,1.02
,18539,283,941.97,5.08
,30326,413,755.63,2.49
Male,244690,543,2781.1,1.14
Male,48833,0,0,0
Female,565961,838,65177.53,11.52
Female,4022690,2572,166490.3,4.14
Female,16809,3137,148.97,0.89
Female,51997,549,937.6,1.8
,33757,4064,1567.17,4.64
,16716,442,19.8,0.12
Male,26656,1456,1615.93,6.06
Female,50619,448,655.1,1.29
Female,527311,2519,1440.5,0.27
Female,13205,289,121.93,0.92
Female,23237,474,1048.53,4.51
Female,22828,370,98.13,0.43
,47567,942,14.97,0.03
,62001,1258,404.63,0.65
Female,23107,195,40.23,0.17
Female,86679,512,952.5,1.1
Female,19893,53,2613.53,13.14
Female,29899,112,813.4,2.72
Male,41512,1712,204.03,0.49
Female,130911,380,14543.53,11.11
,11109,559,740,6.66
,22827,2251,338.77,1.48
Female,12257,1594,212.37,1.73
Female,14672,3204,163.73,1.12
,7412,855,351.93,4.75
Female,11737,1105,383.8,3.27
female,6320,963,497.63,7.87
,24009,243,468.8,1.95
Female,15623,4938,160.17,1.03
Female,25722,169,145.8,0.57
female,6725,92,1119.2,16.64
Female,130138,342,12970.83,9.97
,20107,148,1847.67,9.19
Female,141230,459,5578.87,3.95
Female,17324,223,107.17,0.62
,9564,87,424.4,4.44
,36833,1408,3393.77,9.21
,53385,471,1065.17,2
Female,83273,1490,2231.6,2.68
,44135,686,358.4,0.81
Female,17737,647,49,0.28
,16221,448,200.3,1.23
Female,52864,1037,2195,4.15
Female,37620,1022,664.63,1.77
Male,452717,80,12319.33,2.72
,17501,4495,231.07,1.32
Female,80107,3655,631.1,0.79
,13244,39,562.93,4.25
Female,24225,554,2121.6,8.76
Female,52090,845,2469.23,4.74
,24073,2103,168.07,0.7
Female,11787,1673,125.35,1.06
,30552,443,896.97,2.94
Female,120842,2623,1220.87,1.01
,52197,2064,651.03,1.25
female,21759,245,1656.63,7.61
female,10187,417,863,8.47
female,8799,1131,90.77,1.03
Female,68083,8518,115.83,0.17
female,5269,571,93.8,1.78
Female,70128,402,1458.37,2.08
Female,50193,217,7866.03,15.67
,6129,295,227.2,3.71
Female,10134,585,286.27,2.82
Female,47127,2275,622.97,1.32
Female,27512,1944,957.5,3.48
male,5519,108,625.37,11.33
Female,32519,2000,349.13,1.07
Female,10884,695,315.67,2.9
Female,59868,1168,627.83,1.05
Female,14656,2271,237.47,1.62
Female,18715,84,506.07,2.7
female,35887,788,970.97,2.71
,309971,2019,3402.73,1.1
Female,40499,264,3500,8.64
Female,20246,422,149.4,0.74
,11951,123,338.97,2.84
Female,9611,65,351.87,3.66
female,15206,104,1535.6,10.1
female,9867,1731,440.63,4.47
,13603,537,148.9,1.09
Female,30954,83,264.47,0.85
,205790,2211,3204.67,1.56
female,11291,589,241.73,2.14
Female,63782,1187,4977.1,7.8
,224489,215,21131.77,9.41
female,5810,349,182.63,3.14
Female,17474,1146,182.4,1.04
Male,83910,122,4747.07,5.66
Female,32614,605,344.27,1.06
,736236,802,36563.93,4.97
,11625,558,77.77,0.67
male,13459,269,423.1,3.14
Female,17462,513,980.9,5.62
Female,14882,118,284.7,1.91
female,17051,1170,248.27,1.46
Female,39284,73,2713.8,6.91
Female,80970,1194,3079.07,3.8
female,10849,1409,98.93,0.91
Female,17376,745,1673.2,9.63
Female,10365,407,105.9,1.02
Female,93319,1049,5511.13,5.91
Female,78971,2658,695.9,0.88
Female,58623,379,995.9,1.7
female,19775,268,307,1.55
Female,27335,337,1450.5,5.31
Female,18159,2883,118.17,0.65
,11916,923,218.83,1.84
Female,51639,992,529.3,1.03
female,7745,460,908.07,11.72
,18645,375,316,1.76
Female,67238,1884,2336.27,3.47
Female,27250,505,1142,4.19
Female,16502,1092,367.5,2.23
Female,53430,625,1270.77,2.38
Female,10671,3735,141.33,1.32
female,73643,163,4755.27,6.46
Female,19995,1211,82.1,0.41
Female,92352,1014,826.87,0.9
,8169,245,901.43,11.03
Male,85940,2303,2527.23,2.94
Female,11504,35,410,3.9
Female,42110,2519,886.53,2.11
Female,41048,621,2985.43,7.27
Female,42759,93,4539.57,10.62
Female,10634,345,144.43,1.36
Female,18073,1159,156.37,0.87
female,8107,178,691.3,8.53
female,14075,344,792.4,5.63
,18843,1052,209.4,1.11
Female,34337,1288,1688.7,4.92
Female,102719,1459,1940.73,1.89
Female,19244,1170,250.6,1.3
Female,11476,499,122.43,1.07
Female,44630,911,642.47,1.44
Female,78987,158,6065.2,7.68
Female,31033,808,3885.23,12.52
Female,16951,2969,81.97,0.48
Female,382860,1012,18229.27,4.76
Female,161445,3741,7972.1,4.94
Female,11446,348,451.57,3.95
female,5285,234,138.67,2.62
,34595,350,2327.53,6.73
male,6209,1506,138.37,2.23
Female,31004,1424,1514.1,4.88
Female,906201,156,32037.13,3.54
,11901,350,245.7,2.06
Female,11632,22,332.5,2.86
Female,98784,1465,1814.37,1.84
Male,103384,330,2251.47,2.18
Female,44740,2216,360.1,0.8
Male,38848,910,1276.4,3.29
Female,92644,1509,2999.77,3.24
Female,68083,705,1056.43,1.55
Male,28209,691,795.67,2.82
male,5210,208,165.6,3.18
Female,27850,2218,600.07,2.15
Female,15325,358,367.07,2.4
female,12654,579,443.73,3.51
female,6991,1465,291.77,4.17
female,12199,70,2240.53,18.37
Female,90767,3055,1849.5,2.04
Female,10736,740,166.03,1.55
Female,9980,2206,95.37,0.96
Female,31003,168,727.7,2.35
Female,111577,439,2320.93,2.08
Female,107023,1008,217.27,0.2
Female,32956,586,158.2,0.48
Female,11566703,290,401051.77,3.47
,62883,94,1277.27,2.03
Female,9720,119,578.27,5.95
,18467,836,629.7,3.41
Female,15072,698,778.1,5.16
Female,29776,1955,446.83,1.5
Male,25784,27,1410.22,5.47
Female,17447,481,470.67,2.7
Female,684909,734,24106.97,3.52
Female,80127,3266,1290.3,1.61
Female,12821,2433,134.2,1.05
Female,50212,2520,923.03,1.84
,137829,2466,999.5,0.73
female,5907,1304,147.17,2.49
Female,45295,652,1188.43,2.62
Female,18297,478,548.8,3
female,11737,791,330.97,2.82
Female,33538,3229,461,1.37
Male,45280,576,2064.17,4.56
Female,263541,4998,5252.83,1.99
Female,12422,2,215.5,1.73
Female,113484,721,3566.9,3.14
Female,58953,2042,1140.73,1.93
Female,33351,2393,61.5,0.18
Female,382592,1898,2781.53,0.73
Female,129717,1796,11536.53,8.89
Female,30005,208,1141.1,3.8
Male,15587,998,107.23,0.69
Female,29957,1062,412.93,1.38
Female,39385,3273,353.03,0.9
Female,36160,1377,210.9,0.58
Female,48975,1958,497.03,1.01
,11103,6018,93.03,0.84
Female,17684,758,505.63,2.86
Male,68080,218,1939.23,2.85
Female,50770,26,2372.81,4.67
Female,40038,776,514.63,1.29
Female,10177,873,118.03,1.16
,20568,2860,603.07,2.93
Female,11438,945,138.53,1.21
Female,15087,77,1216.1,8.06
,71913,1695,6880.63,9.57
Female,118357,291,5037.57,4.26
Female,12805,98,1651.93,12.9
Female,49101,2571,470.27,0.96
Male,52491,3567,355.4,0.68
Female,1118978,1789,46067.2,4.12
Female,27047,1792,470.7,1.74
female,8542,1013,203.07,2.38
Female,20233,1497,576.3,2.85
,1382519,4258,8981.77,0.65
male,18821,96,461,2.45
Female,13637,3046,261.93,1.92
,96367,11806,77.47,0.08
Female,35975,1591,924.07,2.57
Female,18338,854,430.5,2.35
,42367,2429,832.23,1.96
Female,19916,1105,508.2,2.55
Female,17482,1746,477.27,2.73
Female,158180,2748,1167.93,0.74
Female,20273,410,994.9,4.91
Female,163502,955,2235,1.37
Female,16815,251,433.7,2.58
Female,86485,2475,1939.07,2.24
Female,59544,375,1969.47,3.31
Female,106140,729,1376.53,1.3
Female,87032,716,900.47,1.03
Female,14096,15,244.8,1.74
Male,18519,1261,324.07,1.75
Female,21499,114,1558.77,7.25
female,10340,639,304.73,2.95
female,6958,207,352.73,5.07
,15545,858,1097.37,7.06
female,22913,4253,186.77,0.82
,216865,295,236.97,0.11
Female,15260,2015,378.9,2.48
Female,54082,1319,447.3,0.83
Female,37415,292,1355.17,3.62
Female,15188,833,193.27,1.27
Female,250858,111,8883.33,3.54
Female,24393,738,515,2.11
Female,63315,3662,974.37,1.54
Female,107120,834,1575.07,1.47
female,6531,580,380.53,5.83
Female,16795,577,726.03,4.32
Female,24360,505,1306.33,5.36
Female,17023,727,1147.87,6.74
Female,25357,444,1051.27,4.15
Female,14598,1713,84.9,0.58
Female,101258,347,5591.9,5.52
female,16060,279,126.17,0.79
female,10506,898,627.43,5.97
Female,24933,442,1666.17,6.68
,63588,439,2257.87,3.55
,8149,2162,185.23,2.27
Female,17147,1053,1330.8,7.76
Female,18592,889,383.63,2.06
Female,18730,1320,657.6,3.51
Female,16906,250,48.6,0.29
Female,18023,3066,239.87,1.33
Female,14129,1941,457.57,3.24
,14223,348,474.17,3.33
Female,281859,5457,4873.37,1.73
Female,28249,644,731.97,2.59
Female,15594,265,214.83,1.38
female,5454,249,177.57,3.26
Female,54894,17,926,1.91
female,7460,1782,233.8,3.13
Male,15523,2489,152.27,0.98
female,56082,1114,1058.87,1.89
female,44238,48,4633.77,10.47
Female,36089,1576,1173.9,3.25
female,9479,1694,399.3,4.21
Female,19499,1219,725.03,3.72
female,5080,227,212.87,4.19
male,13581,923,148.67,1.09
Male,59643,422,2547.1,4.27
Male,122918,143,74.9,0.06
,35428,929,409.4,1.16
,20061,708,965.47,4.81
Male,1119416,2330,9176,0.82
Male,58650,1175,1011.07,1.72
Male,12558,271,191.83,1.53
,19851,465,852.9,4.3
Female,24078,533,461.53,1.92
,29391,5237,24.9,0.08
Female,41781,408,403.3,0.97
male,12969,77,283.37,2.18
female,22108,396,792.77,3.59
Female,54282,1182,233.2,0.43
Female,56129,532,4002.2,7.13
,16803,498,1202.87,7.16
female,5940,2894,104.77,1.76
Female,17567,489,644.67,3.67
Male,130487,1050,15031.27,11.52
female,11478,778,293.5,2.56
Female,21508,631,1041.37,4.84
Female,103241,258,2354.4,2.28
Female,21406,205,2511.5,11.73
Female,75751,709,2089.1,2.76
Female,14566,166,1347.67,9.25
Female,11548,65,1441.4,12.48
,11803,1260,267.6,2.27
Female,15243,152,1087.8,7.14
female,5192,1355,228.2,4.4
Male,23082,202,175.1,0.76
Female,9116,754,34.13,0.37
female,6180,599,202,3.27
Female,46719,1553,1781.4,3.81
Male,24888,703,1052.5,4.23
Male,94436,44,1891.23,2
Female,233992,515,2639.5,1.13
Female,301411,270,8927.93,2.96
Female,24675,2732,209.7,0.85
Male,12402,99,104.73,0.84
Male,19014,836,552.2,2.9
Female,468036,1990,964.83,0.21
,115200,363,365.9,0.32
,73004,171,405.07,0.55
,484045,3286,1973.7,0.41
Female,35648,4798,365.7,1.03
,25455,181,865.57,3.4
female,26199,250,2682.4,10.24
Male,128489,6607,813.9,0.63
Male,53715,165,266.3,0.5
,26611,2541,280.83,1.06
Male,59161,226,35.6,0.06
Male,68593,477,872.8,1.27
Male,22807,238,515.33,2.26
Female,44462,274,2868.37,6.45
Female,19560,361,151.87,0.78
Female,18312,2345,729.13,3.98
Female,21847,2270,138.53,0.63
female,8256,414,150.5,1.82
male,7979,8,811.88,10.18
Male,362458,767,39546.4,10.91
,49381,1036,1753.3,3.55
Male,10439,20,25.85,0.25
Female,23996,315,761.1,3.17
Male,12154,138,947.97,7.8
Male,29968,4431,49.63,0.17
Male,83744,254,4178.37,4.99
Male,34969,2484,1258.37,3.6
Male,19086,4992,964.3,5.05
Male,1207424,1815,37416.73,3.1
Female,993551,1787,25751,2.59
Female,8470,126,496.83,5.87
,20219,308,226,1.7
Female,13929,642,108.27,0.78
Female,67112,2691,491.2,0.73
Male,15911,1016,345.73,2.17
Female,15389,762,115.57,0.75
Female,48414,5010,608.6,1.26
,14749,511,73.53,0.5
,12220,124,89.47,0.73
female,7766,998,125.7,1.62
,68524,936,4063.53,5.93
Male,13443,106,647.17,4.81
Male,12096,541,134.53,1.11
,267370,1862,653.33,0.24
,473037,3864,2581.83,0.55
Male,116900,1219,1321.33,1.13
,33220,190,60.5,0.18
,16169,1951,29,0.18
,18217,905,64.83,0.36
,10158,1539,22.03,0.22
Female,41878,28386,41.23,0.1
Male,248431,941,3954.7,1.59
Female,147660,888,3110.13,2.11
,106289,84,1137.93,1.07
Female,255994,270,6851.63,2.68
male,11782,50,997.93,8.47
Female,139607,1735,2926.6,2.1
Male,14700,758,195.83,1.33
male,11080,148,444.27,4.01
,9345,628,80.33,0.86
Female,38824,502,1181.17,3.04
Female,40733,36,572.97,1.41
Male,19223,2247,328.1,1.71
,6009,909,166.8,2.78
Female,9362,2604,114.37,1.22
Female,19365,1100,503.27,2.6
Male,83625,134,3016.5,3.61
Female,16519,592,103.27,0.63
Female,16580,42,2185.33,13.18
Female,19726,441,336.5,1.71
Female,28832,953,1026.7,3.56
Female,48931,849,1546.27,3.16
Female,108045,2762,3799.13,3.52
Male,34583,838,1074.77,3.11
Female,45345,439,2530.73,5.58
Female,10040,213,628.4,6.26
Male,50954,1466,1663.93,3.27
Female,62594,4982,777.13,1.24
Female,55615,49,3171.27,5.7
Female,42107,2773,1159.03,2.75
Female,20853,7,653,3.13
Female,11408,648,171.47,1.5
Female,59441,2250,1144.4,1.93
,139720,3036,1283,0.92
Female,49933,154,575.17,1.15
Female,186816,2103,5673.1,3.04
Female,42214,563,1498.83,3.55
female,22608,249,545.9,2.41
Female,27585,891,3049.73,11.06
Female,629261,1968,18475.6,2.94
Female,21207,1010,237.7,1.12
Male,67491,716,1084.63,1.61
Female,12185,928,172.87,1.42
Female,40372,438,791.47,1.96
Female,12145,268,361.37,2.98
Female,16046,273,1098.53,6.85
,14747,1531,229.53,1.56
Female,11625,242,542.17,4.66
Female,26861,295,345.5,1.29
Female,16221,453,358.5,2.21
,208091,49,27109.47,13.03
Female,402763,596,23340.23,5.8
Female,131873,3136,4353.5,3.3
male,4977,1428,126.47,2.54
Female,12468,400,246.8,1.98
Female,20281,269,1271.6,6.27
Female,26773,1604,519.2,1.94
,8549,1145,242.4,2.84
,94873,416,3637.33,3.83
Female,31107,254,2642.03,8.49
female,7200,649,314.7,4.37
Female,110687,4164,5190.2,4.69
Female,82259,1888,2965.2,3.6
Female,58901,913,201.67,0.34
Female,21426,405,1137.97,5.31
female,11135,597,312.13,2.8
Female,287714,563,3222.1,1.12
Female,33392,702,264.13,0.79
Female,142550,1145,2522.57,1.77
Female,12375,539,740.73,5.99
Female,621769,374,37703.77,6.06
Female,12417,310,401.53,3.23
female,5255,2266,289.87,5.52
Male,35885,724,628.4,1.75
Female,11506,684,331.7,2.88
Female,28088,1470,168.1,0.6
Female,262674,2276,8034.63,3.06
Female,80269,584,3954,4.93
female,10617,676,159.2,1.5
,26198,695,374.77,1.43
Female,24235,300,432.7,1.79
Female,43443,313,2363,5.44
female,5552,431,173.8,3.13
Female,32014,978,152.97,0.48
Male,21149,66,363.57,1.72
Female,71145,556,3452.1,4.85
Female,25941,180,1007.87,3.89
Female,42995,494,1063.93,2.47
,77220,998,4051.37,5.25
Female,41373,5128,90.4,0.22
Female,10121,62,1854.5,18.32
Female,20119,1029,356.5,1.77
Male,28834,4929,22.8,0.08
Female,353591,181,27319.3,7.73
Female,13095,996,164.63,1.26
Female,70024,4006,1046.27,1.49
Female,73527,3333,2273.5,3.09
Male,16007,110,1160.4,7.25
Female,11066,1637,541.8,4.9
Female,8711,131,970.47,11.14
,5030,594,250.37,4.98
Female,113639,175,3179.1,2.8
,12011,5031,132.53,1.1
,9145,109,87.83,0.96
,13472,2008,266.43,1.98
Male,360180,1454,10911.43,3.03
Male,476955,9880,2324.9,0.49
,1166781,283,79067.07,6.78
Female,38480,1472,1225.9,3.19
Female,201573,309,5971.17,2.96
Female,18533,2128,455.73,2.46
Male,75690,1393,4889.23,6.46
Female,14949,127,125.8,0.84
,18370,144,848.03,4.62
Female,31211,653,894.53,2.87
female,9692,213,716.6,7.39
Female,25920,186,2884.1,11.13
,8569,112,82.17,0.96
,49899,5,398.2,0.8
,7193,994,602.67,8.38
Male,29028,138,293.57,1.01
Male,11371,749,754.9,6.64
Female,150984,680,1382.73,0.92
male,5223,162,394.47,7.55
,37378,3278,29.8,0.08
,9829,99,85.53,0.87
Female,112207,59,4545.2,4.05
Male,70027,1572,1355.2,1.94
,9292,45,292.7,3.15
Female,32125,1249,253.4,0.79
Male,14859,913,246.77,1.66
Female,47798,134,7578,15.85
,18137,108,1062.07,5.86
Female,15432,675,379.47,2.46
Female,14577,167,58.07,0.4
female,34098,1006,1651.1,4.84
Female,45611,297,23.27,0.05
Female,159866,445,3893.47,2.44
Female,16112,908,615.77,3.82
Male,19354,92,595.37,3.08
Female,12868,442,291.37,2.26
Female,60264,341,5070.5,8.41
Male,309140,351,8734.87,2.83
Male,103857,427,2955.03,2.85
Male,11878,103,1927.33,16.23
,15110,276,706.17,4.67
Male,11761,432,441.73,3.76
Female,181491,4236,5370.63,2.96
,5022,87,202.2,4.03
male,9629,90,305.97,3.18
,12839,60,1795.17,13.98
,7125,23,153.57,2.16
Male,36231,597,1495.03,4.13
Female,55951,1115,350.17,0.63
,65960,8978,566.53,0.86
,57617,1617,325.57,0.57
Female,10079,894,1327.57,13.17
,19670,175,358.73,1.82
Female,12556,505,225.3,1.79
,32857,891,3189.83,9.71
,39870,17,909.06,2.28
,18759,394,362,1.93
,16243,50,184.83,1.14
Female,20009,243,501.93,2.51
,19667,262,666.3,3.39
Male,121942,4458,3695.9,3.03
,15365,474,93.4,0.61
,42494,713,1996.57,4.7
,18656,533,590.8,3.17
Female,9941,0,0,0
,62853,120,1922.7,3.06
,6401,342,32.4,0.51
Male,60939,775,3003.77,4.93
male,64386,662,1604.3,2.49
Male,21059,1574,533.07,2.53
Male,117640,1864,4318.07,3.67
Male,39773,449,1663.4,4.18
,141913,7,7547.43,5.32
,10063,399,149.03,1.48
,15701,77,293.1,1.87
,20733,476,317.03,1.53
Male,20227,185,2106.47,10.41
Male,27035,404,1760.63,6.51
male,30013,587,2187.03,7.29
,14403,147,242.1,1.68
Male,14370,325,682,4.75
Female,20129,1027,985.5,4.9
Male,14369,1101,247.53,1.72
Male,12591,279,839.53,6.67
Male,22695,884,972.1,4.28
Male,10743,62,952.43,8.87
,5465,210,178.7,3.27
male,10535,333,355,3.37
Male,13537,789,549.5,4.06
,10220,2006,294.5,2.88
male,765632,369,40587.83,5.3
Male,12716,33,812.87,6.39
Male,57823,9,360.89,0.62
Male,205192,33,3841.73,1.87
,17460,30,739.8,4.24
male,7449,178,436.63,5.86
Female,17570,372,649.47,3.7
,16041,1546,578.47,3.61
,72249,3412,973.37,1.35
Female,100442,346,3992.93,3.98
Male,57948,1104,6234.83,10.76
male,9943,1079,433.3,4.36
male,5506,1430,227.77,4.14
Male,19502,234,1263.57,6.48
Male,16217,775,788.6,4.86
male,40051,129,6824,17.04
Female,16011,437,740.4,4.62
Female,40540,1099,930.3,2.29
Female,81418,413,3939.63,4.84
Female,105004,616,4911.03,4.68
Male,154293,90,1075.47,0.7
Female,17344,841,862.23,4.97
,32993,1815,1468.9,4.45
,53082,1895,915.5,1.72
Female,13105,1007,652.27,4.98
Male,2618,366,435.43,16.63
Male,46566,206,2661.43,5.72
Male,12170,752,151.53,1.25
male,95481,857,1150.8,1.21
,27507,293,2652.87,9.64
male,24986,503,1808.67,7.24
,78421,2748,440.73,0.56
,17421,56,1945.07,11.17
Male,12933,1712,111.37,0.86
,11187,111,1518.53,13.57
,14981,246,119.07,0.79
Male,382196,2257,2199.03,0.58
Male,122995,381,3982.47,3.24
Male,9562,181,291.43,3.05
Male,24547,997,2645.73,10.78
Male,46756,564,295.37,0.63
,41848,596,4141.87,9.9
male,7568,134,323.47,4.27
,33009,166,1951.23,5.91
Male,13850,658,879,6.35
male,7305,1908,187.27,2.56
Male,10983,42,277.6,2.53
Male,14579,110,2034.9,13.96
male,32219,247,1332.17,4.13
Male,11806,16,1643.75,13.92
Male,20324,1467,1195.83,5.88
Male,12356,80,805.13,6.52
,12974,656,469.37,3.62
Male,25433,441,1024.5,4.03
male,12664,184,1080.77,8.53
Male,34661,56,10098.27,29.13
Female,21098,7806,165.8,0.79
Male,73747,1170,1586.1,2.15
Male,101312,410,4171.83,4.12
Male,22840,104,881.5,3.86
Male,14647,97,372.27,2.54
,58496,1502,1234.57,2.11
Female,16294,220,155,1.02
Female,27782,871,425.2,1.53
Female,13023,650,429.5,3.3
,15810,2980,64.03,0.4
female,19090,44,255.97,1.34
,34325,818,1575.47,4.59
Female,633416,8848,14142.63,2.23
Female,23187,96,1314.67,5.67
Male,56663,579,1009.67,1.78
,20036,697,242.73,1.21
,10927,5,64,0.59
,29261,434,314.77,1.08
Female,41385,236,1498.27,3.62
,27426,73,377.2,1.38
,10381,823,29.07,0.28
Female,50808,2209,963.43,1.9
,147230,7819,3510.67,2.38
,66638,802,158.57,0.24
Female,29030,173,913.37,3.15
Female,42173,422,8130.43,19.28
female,14720,131,799.07,5.43
female,16841,228,387.6,2.3
,6853,612,42.83,0.62
Female,14958,333,826.83,5.53
,44803,1358,330.6,0.74
Female,11610,4022,215.53,1.86
,28970,2837,98.53,0.34
,26992,82,343.77,1.27
,36985,662,427.73,1.16
Female,26541,304,533.67,2.01
Male,53679,401,492.77,0.92
Male,36738,664,2116.93,5.76
Male,62927,350,266.03,0.42
,11414,584,869.83,7.62
,24663,517,444.17,1.8
,65963,458,4691.87,7.11
,23436,844,362.33,1.55
,25207,559,40.17,0.16
Female,19994,1623,103.83,0.52
,283095,256,21196,7.49
,41635,227,1733.63,4.16
Male,10048,2,12.5,0.12
,12368,210,192.8,1.56
,90389,1964,1498.27,1.66
,23665,2454,42.83,0.18
Male,9338,475,93.87,1.01
Male,14817,878,93.93,0.63
female,8300,325,898.6,10.83
,23314,517,79.1,0.34
Male,15858,4519,150.97,0.95
,35525,1083,65.3,0.18
Female,24382,775,848.57,3.48
,294123,1603,256.8,0.09
Male,14951,4161,81.83,0.55
,24019,131,706.43,2.94
Male,28173,4231,717.77,2.55
,10552,1023,151.4,1.43
,271877,1545,7288.3,2.68
,14637,169,257.37,1.76
male,7229,489,206.07,2.85
,11188,1361,87.07,0.78
Female,54576,2003,498.43,0.91
male,17248,324,546.9,3.17
,35394,294,1095.43,3.09
,787004,1200,4083.6,0.52
,30489,86,1393.43,4.57
,46720,4534,358.43,0.77
,11621,586,471.97,4.06
,220977,6608,1824.13,0.83
,193289,1612,701.93,0.36
Female,153976,1386,2845.57,1.85
,37326,1485,2111.33,5.66
,9742,792,629.37,6.46
,5251,239,292.1,5.56
,9376,94,700.1,7.47
Female,15570,1974,141.1,0.91
,37321,880,265.23,0.71
Female,11803,6,21.67,0.18
,18535,419,410.8,2.22
Female,51355,4851,29.67,0.06
Male,86478,128,2221.2,2.57
male,5018,47,114.97,2.29
Male,17103,5746,706.2,4.13
,33232,228,351.43,1.06
Female,45016,384,2965.4,6.59
female,7446,1898,79.8,1.07
,31207,613,1536.67,4.92
Male,35291,587,3781.93,10.72
